producto_id,nombre,categoria_actual,subcategoria_actual,categoria_sugerida,subcategoria_sugerida,confianza,motivo,accion_recomendada
9341,Shampoo Dove Men Protección Anticaspa 400 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Shampoo,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9343,Desodorante Gel Speed Stick Stress Defense Dry Control 85g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9344,Desodorante Spray Secret Cherry Blossom 150 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9346,Desodorante Crema Rexona Men All Body Ocean Rush 75 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9347,Desodorante Barra Lady Speed Stick Perla 48H de Protección 45 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9349,Desodorante Spray Lady Speed Stick Derma Pearl 150 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9353,Pack 2 un. Desodorante Barra Lady Speed Stick Clinical 50 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9454,Acondicionador Dr. Scholl's Barra Talón Agrietado 70 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Acondicionador,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9462,Desodorante para Pies Preface Spray 150 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9465,Desodorante para Pies Fittig Spray 90 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9467,Desodorante para Pies Brooks Acción Refrescante Talco 120 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9470,Talco Desodorante para Pies Fittig Acción Cobre 200 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9475,Talco Desodorante para Pies Curitas Foot Expert 300 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9477,Desodorante para Pies Deo Pies Clinical Spray 260 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9478,Desodorante para Pies Brooks Carbón Active Spray 100 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9481,Desodorante para Pies Deo Pies Xtrem Spray 260 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9483,Desodorante para Pies Deo Pies Antibacterial Spray 260 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9488,Desodorante para Pies Curitas Silver Active Spray 150 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9494,Desodorante para Pies Deo Pies Antibacterial Mujer Spray 260 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9495,Desodorante Spray Rexona Efficient Talco 200 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9497,Desodorante Spray Rexona Efficient Fresh 153 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9500,Desodorante Spray Rexona Efficient Original 153 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9503,Desodorante para Pies SP Kids Deo 260 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9555,Talco Desodorante para Pies Mum Fresh 120 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9556,Desodorante para Pies Hansaplast Refrescante Spray 150 cc,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9557,Desodorante para Pies Hansaplast Spray 150 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9562,Talco Desodorante para Pies Hansaplast 300 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9564,Desodorante Crema Dove Original 48 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9573,Crema Facial Anti-Arrugas Nivea Q10 Día 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9590,Limpiador Crema Frosch Lavanda 500 ml,"Lacteos, Huevos y Congelados",Crema,Limpieza,Limpiadores,Alta,Producto de limpieza fuera de Limpieza,mover_categoria
9600,Desodorante Crema Etiquet Masculino Action 60 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9623,Jabón Líquido Nivea Creme Soft 750 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Jabon,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9624,Desodorante Gel Speed Stick 24/7 Xtreme Intense 85 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9628,Jabón Líquido Nivea Creme Soft 250 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Jabon,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9629,Crema Facial Anti-Arrugas Nivea 35+ 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9645,Crema Facial Vichy Neovadiol Magistral,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9648,Crema Facial Eucerin Anti-Arrugas Día Q 10 Piel Seca 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9651,Crema Facial Hydraphase UV Ligera 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9653,Desodorante Crema Vichy 7 Días,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9658,Crema Facial Vichy Nocturna Idéalia Skin Sleep 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9663,Normaderm Tonico Astringente Purificante 200 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9675,Jabón Líquido Nivea Creme Care 250 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Jabon,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9684,Pack Dove Regeneración Extrema: Shampoo 400 ml + Acondicionador 170 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Acondicionador,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9685,Jabón Líquido Nivea Creme Care 750 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Jabon,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9687,Desodorante Dove Clinical Crema For Men 2 un. 50 g c/u,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9742,Pureté Thermale Agua Micelar Piel Mixta/Grasa 400 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9745,Shampoo Vichy Dercos Kera-Solutions 250 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Shampoo,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9747,Espuma Micelar Dermatoclean Hyaluron 150 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9752,Pack Crema Naturals Aloe + 2 Mini Micelar,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9766,Crema Facial Nivea Men Skin Energy Q10 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9769,Crema Facial Nivea Naturally Good Manzanilla 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9774,Crema Facial Nivea Naturally Good Aloe 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9780,Desodorante Gel Gillette Vitamina E 82 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9790,Crema Facial Petrizzio Anti Envejecimiento F50 50 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9792,Crema Facial Naturaloe Hidratante Noche 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9795,Estuche roses agua micelar 400 ml + Crema 50 ml + Mist 150 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9798,Estuche Crema Aloe 350 ml + Crema Facial 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9811,Crema Facial Babaria Hidratante 100 ml 2 un.,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9813,Crema facial antiarrugas 100 ml 2 un.,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9830,Loción Ziaja Limpiadora & Tónico 200 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9840,Jabón Crema Simond's Humectante Doypack 500 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Jabon,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9847,Crema Facial L’Oréal Antilíneas de Expresión Ácido Hialurónico,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9853,Limpiador Facial Bull Dog Oil Control 150 ml,"Lacteos, Huevos y Congelados",Crema,Limpieza,Limpiadores,Alta,Producto de limpieza fuera de Limpieza,mover_categoria
9867,Set Crema de Manos 75 ml + Jabón 300 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Jabon,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9870,Set Aclarante Sérum 30 ml + Crema 50 ml + Micelar 200 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9874,Crema Facial Noche L’Oréal Age Perfect Golden 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9875,Crema Facial Cicatricure Gold Lift Sérum,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9878,Crema Facial Cicatricure Antiedad FPS 50,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9882,Crema Facial Hidratante Matificador 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9887,Crema Facial Neutrogena Bright Boost 50 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9888,Crema Facial Neutrogena Bright Boost FPS 30 - 40 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9904,Desodorante para Pies Deo Pies Talco Clinical Spray 150 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9905,Desodorante para Pies Deo Pies Mujer Spray 180 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9906,Pack Asepxia: Crema Facial 50 g + Gel Gen 100 g + Exfoliante 200 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9919,Pack Rose Care Agua Micelar 400 ml + Crema 50 ml + Mist 100 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9921,Pack Q10 Energy Crema + Micelar + Mascarilla,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9927,Pack Micelar 600 ml + Humectante 100 ml + Arrugas 100 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9951,Crema Facial Bioherapy Rejuvenecedora 55 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9952,Crema Facial Bioherapy Calmante 55 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9955,Crema Facial Cicatricure Eyer 30 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9966,Gel Limpiador Men Expert Hydra Energetic 100 ml,"Lacteos, Huevos y Congelados",Crema,Limpieza,Limpiadores,Alta,Producto de limpieza fuera de Limpieza,mover_categoria
9973,Acondicionador Bioherapy Pies y Talón Partidos 60 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Acondicionador,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9985,Pack Nivea Crema Facial Essentials Día + Noche,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
9986,Pack Nivea Rose Care Micelar + Crema Facial + Mist,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10006,Crema Facial Nivea Noche Q10 Energy 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10008,Crema Facial y Contorno de Ojos Gaon Hidratante 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10023,Desodorante Gel Old Spice Xtreme Protect 80 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Desodorantes,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10030,Crema Facial Raytan Iluminadora 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10033,Crema Facial Raytan FPS 30 - 60 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10042,Pack Nivea Rose Micelar 400 ml + Día 50 ml + Mist 150 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10049,Crema Facial Newen Hidratante Col Rosa Mosqueta 50 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10050,Tonico Facial Newen Hidratante 120 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10105,Estuche Dermocream Piel Atópica + Jabón Syndet 400,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Jabon,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10109,Pack Nivea Rose Agua Micelar-Crema-Mist,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10112,Crema Facial L'Oreal Revitalift A-Age Cream FPS30,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10114,Pack L'Oreal Limpia e Hidrata Micelar + Crema Humectante,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10127,Pack Nivea Micelar + Bifásica,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10130,Pack Nivea Roses Micelar + Crema + Mist,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10148,Crema Facial Dermocream Defense 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10167,Limpiador Crema Cif Original 680 g,"Lacteos, Huevos y Congelados",Crema,Limpieza,Limpiadores,Alta,Producto de limpieza fuera de Limpieza,mover_categoria
10170,Set Tratamiento Cabello Rizado Le Petit Olivier: Shampoo + Crema de Peinar,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Shampoo,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10185,Base Maggi Jugoso Al Sartén Pimentón 23G,"Lacteos, Huevos y Congelados",Crema,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
10190,Base Maggi Jugoso Al Horno Pollo Al Limón 24G,"Lacteos, Huevos y Congelados",Crema,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
10194,Base Maggi Jugoso Al Sartén Finas Hierbas 23G,"Lacteos, Huevos y Congelados",Crema,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
10208,Limpiador Crema Cif Bioactive Original 375 g,"Lacteos, Huevos y Congelados",Crema,Limpieza,Limpiadores,Alta,Producto de limpieza fuera de Limpieza,mover_categoria
10210,Gel de Limpieza Facial Nivea Men Deep 100 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10211,Limpiador Crema Cif Bioactive Limón 750 g,"Lacteos, Huevos y Congelados",Crema,Limpieza,Limpiadores,Alta,Producto de limpieza fuera de Limpieza,mover_categoria
10216,Pack Crema Ht5 Matificador + Agua Micelar,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10221,Loción Micelar 3 en 1 Nivea Piel Sensible 200 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10224,Limpiador Crema Cif Bioactive Original 750 g,"Lacteos, Huevos y Congelados",Crema,Limpieza,Limpiadores,Alta,Producto de limpieza fuera de Limpieza,mover_categoria
10236,Pack Kativa: Shampoo + Acondicionador + Crema de Tratamiento Coco,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Acondicionador,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10237,Pack Kativa: Shampoo + Acondicionador + Crema de Tratamiento Keratina,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Acondicionador,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10239,Crema Facial Noche L’Oréal Age Perfect Jalea Real 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10240,Crema Facial Día L’Oréal Hidra Total 5 Antiarrugas +45 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10241,Crema Facial Nivea Cellular Noche 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10242,Crema Facial Nivea Cellular Día FPS30 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10244,Crema Facial Noche L’Oréal Revitalift Filler 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10245,Crema Facial Noche L’Oréal Revitalift Firmeza 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10246,Crema Facial Hidratante Nivea Activa Día 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10247,Crema Facial Noche L’Oréal Age Perfect Trufa 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10249,Crema Facial Día L’Oréal UV Defender Toque Seco Medium FPS 50 40 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10251,Crema Facial Día L’Oréal Revitalift Filler 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10252,Crema Facial Noche L’Oréal Hidra Total 5 Hidratante 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10253,Crema Facial Noche L’Oréal Revitalift Láser 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10255,Crema Facial Día L’Oréal Age Perfect Golden 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10257,Crema Facial Día L’Oréal Revitalift Antiarrugas Láser 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10258,Crema Facial Día L’Oréal Revitalift Firmeza 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10259,Crema Facial Día L’Oréal Revitalift Ácido Hialurónico FPS 20 - 25 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10260,Crema Facial Día L’Oréal Revitalift Antiarrugas 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10261,Crema Facial Día L’Oréal UV Defender Toque Seco Claro FPS 50 40 g,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10263,Crema Facial Nivea Q10 Energy Noche Antiarrugas 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10266,Pack Sérum Antiimperfecciones y Agua Micelar Loreal,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10279,Crema Facial Eucerin Atopi Control 50 ml,"Lacteos, Huevos y Congelados",Crema,Higiene Personal,Cuidado Facial,Alta,Producto de higiene personal fuera de Higiene Personal,mover_categoria
10357,Nectarín Plátano Exportación Granel,Frutas y Verduras,Frutas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
10358,Nectarín Tree Ripe Plátano 6 un.,Frutas y Verduras,Frutas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
10361,Nectarín Exportación Granel,Frutas y Verduras,Frutas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
10374,Naranja Jugo Malla 3 kg,Frutas y Verduras,Frutas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
10397,Nectarín Plátano Granel,Frutas y Verduras,Frutas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
10416,Naranjas Jugo Malla de Yute 2.5 kg,Frutas y Verduras,Frutas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
10448,Nectarín Tree Ripe 6 un.,Frutas y Verduras,Frutas,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
10544,Zanahorias Jugo 1 kg,Frutas y Verduras,Verduras,Bebidas,Jugos,Media,Bebida fuera de Bebidas,revisar_y_mover
10546,Desinfectante de Frutas y Verduras Germalimp 250 g,Frutas y Verduras,Verduras,Limpieza,Limpiadores,Alta,Producto de limpieza fuera de Limpieza,mover_categoria
